feature,excluded_study,final_coef,lodo_coef,selected_in_lodo,sign_concordant
Actinomyces_sp_oral_taxon_448,preprint_CastilhosJ_2021,-0.0143643400333184,-0.0337139786337403,TRUE,TRUE
Actinomyces_sp_oral_taxon_448,ShaiberA_2020,-0.0143643400333184,-0.00960795297179636,TRUE,TRUE
Actinomyces_sp_oral_taxon_448,VQuintanaL_2024,-0.0143643400333184,,FALSE,
Actinomyces_sp_oral_taxon_448,ZellerG_2014,-0.0143643400333184,,FALSE,
Actinomyces_sp_oral_taxon_448,ZhangDY_2015,-0.0143643400333184,,FALSE,
Actinomyces_sp_oral_taxon_448,ZhuJY_2023,-0.0143643400333184,,FALSE,
Aggregatibacter_segnis,ArmstrongA_2021,-0.00711150517235109,,FALSE,
Aggregatibacter_segnis,BelstromD_2017,-0.00711150517235109,,FALSE,
Aggregatibacter_segnis,BostanciN_2021,-0.00711150517235109,-0.0064737375522454,TRUE,TRUE
Aggregatibacter_segnis,BuschartA_2016,-0.00711150517235109,,FALSE,
Aggregatibacter_segnis,Castro-NallarE_2015,-0.00711150517235109,-0.00109555228238081,TRUE,TRUE
Aggregatibacter_segnis,ChenBY_2023,-0.00711150517235109,-0.00068946554775126,TRUE,TRUE
Aggregatibacter_segnis,ChenLW_2022,-0.00711150517235109,-0.0145856092976857,TRUE,TRUE
Aggregatibacter_segnis,CuiJ_2019,-0.00711150517235109,-0.00186481888854138,TRUE,TRUE
Aggregatibacter_segnis,JiangQ_2021,-0.00711150517235109,-0.00605856381949037,TRUE,TRUE
Aggregatibacter_segnis,LiYJ_2023,-0.00711150517235109,-0.00553427508070959,TRUE,TRUE
Aggregatibacter_segnis,preprint_CastilhosJ_2021,-0.00711150517235109,-0.0221284884735299,TRUE,TRUE
Aggregatibacter_segnis,ShaiberA_2020,-0.00711150517235109,,FALSE,
Aggregatibacter_segnis,VQuintanaL_2024,-0.00711150517235109,,FALSE,
Aggregatibacter_segnis,ZellerG_2014,-0.00711150517235109,-0.0121595754970561,TRUE,TRUE
Aggregatibacter_segnis,ZhangDY_2015,-0.00711150517235109,-0.0135246837509947,TRUE,TRUE
Aggregatibacter_segnis,ZhuJY_2023,-0.00711150517235109,-0.0156561424288837,TRUE,TRUE
Alloprevotella_SGB1483,ArmstrongA_2021,0.0102307800741048,0.00801263896156901,TRUE,TRUE
Alloprevotella_SGB1483,BelstromD_2017,0.0102307800741048,0.010426149149798,TRUE,TRUE
Alloprevotella_SGB1483,BostanciN_2021,0.0102307800741048,0.0376981455249424,TRUE,TRUE
Alloprevotella_SGB1483,BuschartA_2016,0.0102307800741048,0.00391363483722433,TRUE,TRUE
Alloprevotella_SGB1483,Castro-NallarE_2015,0.0102307800741048,0.00593037642146854,TRUE,TRUE
Alloprevotella_SGB1483,ChenBY_2023,0.0102307800741048,0.00749009153763954,TRUE,TRUE
Alloprevotella_SGB1483,ChenLW_2022,0.0102307800741048,,FALSE,
Alloprevotella_SGB1483,CuiJ_2019,0.0102307800741048,0.00588850012524962,TRUE,TRUE
Alloprevotella_SGB1483,JiangQ_2021,0.0102307800741048,0.00634093431496673,TRUE,TRUE
Alloprevotella_SGB1483,LiYJ_2023,0.0102307800741048,0.00914131939339902,TRUE,TRUE
Alloprevotella_SGB1483,preprint_CastilhosJ_2021,0.0102307800741048,0.00842285618778424,TRUE,TRUE
Alloprevotella_SGB1483,ShaiberA_2020,0.0102307800741048,0.00257780882798792,TRUE,TRUE
Alloprevotella_SGB1483,VQuintanaL_2024,0.0102307800741048,0.0140619833223177,TRUE,TRUE
Alloprevotella_SGB1483,ZellerG_2014,0.0102307800741048,0.0115830737396953,TRUE,TRUE
Alloprevotella_SGB1483,ZhangDY_2015,0.0102307800741048,0.0170946586397559,TRUE,TRUE
Alloprevotella_SGB1483,ZhuJY_2023,0.0102307800741048,,FALSE,
Alloprevotella_SGB1484,ArmstrongA_2021,0.0131239703452886,0.0143495659713507,TRUE,TRUE
Alloprevotella_SGB1484,BelstromD_2017,0.0131239703452886,0.00868950101372585,TRUE,TRUE
Alloprevotella_SGB1484,BostanciN_2021,0.0131239703452886,0.0027192762757138,TRUE,TRUE
Alloprevotella_SGB1484,BuschartA_2016,0.0131239703452886,0.0100836149173334,TRUE,TRUE
Alloprevotella_SGB1484,Castro-NallarE_2015,0.0131239703452886,0.014638226195367,TRUE,TRUE
Alloprevotella_SGB1484,ChenBY_2023,0.0131239703452886,0.0155371282100632,TRUE,TRUE
Alloprevotella_SGB1484,ChenLW_2022,0.0131239703452886,0.0288859721142853,TRUE,TRUE
Alloprevotella_SGB1484,CuiJ_2019,0.0131239703452886,0.017479961184917,TRUE,TRUE
Alloprevotella_SGB1484,JiangQ_2021,0.0131239703452886,0.00806412014776272,TRUE,TRUE
Alloprevotella_SGB1484,LiYJ_2023,0.0131239703452886,0.0126687055193341,TRUE,TRUE
Alloprevotella_SGB1484,preprint_CastilhosJ_2021,0.0131239703452886,0.00765953419656594,TRUE,TRUE
Alloprevotella_SGB1484,ShaiberA_2020,0.0131239703452886,0.0112226807525015,TRUE,TRUE
Alloprevotella_SGB1484,VQuintanaL_2024,0.0131239703452886,0.0145938743079935,TRUE,TRUE
Alloprevotella_SGB1484,ZellerG_2014,0.0131239703452886,0.00766226607793605,TRUE,TRUE
Alloprevotella_SGB1484,ZhangDY_2015,0.0131239703452886,0.00115990921588632,TRUE,TRUE
Alloprevotella_SGB1484,ZhuJY_2023,0.0131239703452886,0.0120063890541453,TRUE,TRUE
Campylobacter_rectus,ArmstrongA_2021,-0.0041948983865033,-0.00796970911355259,TRUE,TRUE
Campylobacter_rectus,BelstromD_2017,-0.0041948983865033,-0.00563928714260459,TRUE,TRUE
Campylobacter_rectus,BostanciN_2021,-0.0041948983865033,-0.00830715357456312,TRUE,TRUE
Campylobacter_rectus,BuschartA_2016,-0.0041948983865033,-0.0062080652737584,TRUE,TRUE
Campylobacter_rectus,Castro-NallarE_2015,-0.0041948983865033,,FALSE,
Campylobacter_rectus,ChenBY_2023,-0.0041948983865033,-0.0014131807503159,TRUE,TRUE
Campylobacter_rectus,ChenLW_2022,-0.0041948983865033,,FALSE,
Campylobacter_rectus,CuiJ_2019,-0.0041948983865033,,FALSE,
Campylobacter_rectus,JiangQ_2021,-0.0041948983865033,-0.00548554365004492,TRUE,TRUE
Campylobacter_rectus,LiYJ_2023,-0.0041948983865033,-0.00590096336796509,TRUE,TRUE
Campylobacter_rectus,preprint_CastilhosJ_2021,-0.0041948983865033,-0.0255051600289389,TRUE,TRUE
Campylobacter_rectus,ShaiberA_2020,-0.0041948983865033,,FALSE,
Campylobacter_rectus,VQuintanaL_2024,-0.0041948983865033,-0.00529062705717537,TRUE,TRUE
Campylobacter_rectus,ZellerG_2014,-0.0041948983865033,-0.00437269039160877,TRUE,TRUE
Campylobacter_rectus,ZhangDY_2015,-0.0041948983865033,-0.00185629491034951,TRUE,TRUE
Campylobacter_rectus,ZhuJY_2023,-0.0041948983865033,-0.00437624991405241,TRUE,TRUE
Campylobacter_showae,ArmstrongA_2021,-0.000738285361437699,-0.00049625471107259,TRUE,TRUE
Campylobacter_showae,BelstromD_2017,-0.000738285361437699,,FALSE,
Campylobacter_showae,BostanciN_2021,-0.000738285361437699,-0.010473772777421,TRUE,TRUE
Campylobacter_showae,BuschartA_2016,-0.000738285361437699,,FALSE,
Campylobacter_showae,Castro-NallarE_2015,-0.000738285361437699,-0.00313027110032437,TRUE,TRUE
Campylobacter_showae,ChenBY_2023,-0.000738285361437699,-0.00250125678336123,TRUE,TRUE
Campylobacter_showae,ChenLW_2022,-0.000738285361437699,-0.00114453988676716,TRUE,TRUE
Campylobacter_showae,CuiJ_2019,-0.000738285361437699,,FALSE,
Campylobacter_showae,JiangQ_2021,-0.000738285361437699,,FALSE,
Campylobacter_showae,LiYJ_2023,-0.000738285361437699,-0.00283748702686022,TRUE,TRUE
Campylobacter_showae,preprint_CastilhosJ_2021,-0.000738285361437699,,FALSE,
Campylobacter_showae,ShaiberA_2020,-0.000738285361437699,,FALSE,
Campylobacter_showae,VQuintanaL_2024,-0.000738285361437699,,FALSE,
Campylobacter_showae,ZellerG_2014,-0.000738285361437699,,FALSE,
Campylobacter_showae,ZhangDY_2015,-0.000738285361437699,,FALSE,
Campylobacter_showae,ZhuJY_2023,-0.000738285361437699,,FALSE,
Capnocytophaga_granulosa,ArmstrongA_2021,-0.0332024322800968,-0.0367061679247881,TRUE,TRUE
Capnocytophaga_granulosa,BelstromD_2017,-0.0332024322800968,-0.035901567395313,TRUE,TRUE
Capnocytophaga_granulosa,BostanciN_2021,-0.0332024322800968,-0.022592835932208,TRUE,TRUE
Capnocytophaga_granulosa,BuschartA_2016,-0.0332024322800968,-0.0378411616370915,TRUE,TRUE
Capnocytophaga_granulosa,Castro-NallarE_2015,-0.0332024322800968,-0.0283774939682693,TRUE,TRUE
Capnocytophaga_granulosa,ChenBY_2023,-0.0332024322800968,-0.0270049491771264,TRUE,TRUE
Capnocytophaga_granulosa,ChenLW_2022,-0.0332024322800968,-0.0312293525447246,TRUE,TRUE
Capnocytophaga_granulosa,CuiJ_2019,-0.0332024322800968,-0.0278779916221188,TRUE,TRUE
Capnocytophaga_granulosa,JiangQ_2021,-0.0332024322800968,-0.0311250109735319,TRUE,TRUE
Capnocytophaga_granulosa,LiYJ_2023,-0.0332024322800968,-0.0342907316116656,TRUE,TRUE
Capnocytophaga_granulosa,preprint_CastilhosJ_2021,-0.0332024322800968,-0.0309486715092724,TRUE,TRUE
Capnocytophaga_granulosa,ShaiberA_2020,-0.0332024322800968,-0.0313119168319241,TRUE,TRUE
Capnocytophaga_granulosa,VQuintanaL_2024,-0.0332024322800968,-0.0289640224705662,TRUE,TRUE
Capnocytophaga_granulosa,ZellerG_2014,-0.0332024322800968,-0.0376057796259305,TRUE,TRUE
Capnocytophaga_granulosa,ZhangDY_2015,-0.0332024322800968,-0.0412397602895373,TRUE,TRUE
Capnocytophaga_granulosa,ZhuJY_2023,-0.0332024322800968,-0.0335953539199513,TRUE,TRUE
Capnocytophaga_leadbetteri,ArmstrongA_2021,-0.0134682335533614,-0.0146242780221226,TRUE,TRUE
Capnocytophaga_leadbetteri,BelstromD_2017,-0.0134682335533614,-0.00607129579851639,TRUE,TRUE
Capnocytophaga_leadbetteri,BostanciN_2021,-0.0134682335533614,-0.0344148250407335,TRUE,TRUE
Capnocytophaga_leadbetteri,BuschartA_2016,-0.0134682335533614,-0.0140616737036612,TRUE,TRUE
Capnocytophaga_leadbetteri,Castro-NallarE_2015,-0.0134682335533614,-0.0112632123056234,TRUE,TRUE
Capnocytophaga_leadbetteri,ChenBY_2023,-0.0134682335533614,-0.0196953634583072,TRUE,TRUE
Capnocytophaga_leadbetteri,ChenLW_2022,-0.0134682335533614,-0.0176904431901946,TRUE,TRUE
Capnocytophaga_leadbetteri,CuiJ_2019,-0.0134682335533614,-0.00772605636218934,TRUE,TRUE
Capnocytophaga_leadbetteri,JiangQ_2021,-0.0134682335533614,-0.0142821569037925,TRUE,TRUE
Capnocytophaga_leadbetteri,LiYJ_2023,-0.0134682335533614,-0.0125972376627348,TRUE,TRUE
Capnocytophaga_leadbetteri,preprint_CastilhosJ_2021,-0.0134682335533614,-0.00565310411950608,TRUE,TRUE
Capnocytophaga_leadbetteri,ShaiberA_2020,-0.0134682335533614,-0.0157380326860228,TRUE,TRUE
Capnocytophaga_leadbetteri,VQuintanaL_2024,-0.0134682335533614,-0.0141193031007104,TRUE,TRUE
Capnocytophaga_leadbetteri,ZellerG_2014,-0.0134682335533614,-0.0142995216585191,TRUE,TRUE
Capnocytophaga_leadbetteri,ZhangDY_2015,-0.0134682335533614,-0.0105124232055053,TRUE,TRUE
Capnocytophaga_leadbetteri,ZhuJY_2023,-0.0134682335533614,-0.00366961209557035,TRUE,TRUE
Cardiobacterium_hominis,ArmstrongA_2021,0.0329747079926774,0.0263613648067737,TRUE,TRUE
Cardiobacterium_hominis,BelstromD_2017,0.0329747079926774,0.0281428910941879,TRUE,TRUE
Cardiobacterium_hominis,BostanciN_2021,0.0329747079926774,0.0329838746861084,TRUE,TRUE
Cardiobacterium_hominis,BuschartA_2016,0.0329747079926774,0.0277878339477255,TRUE,TRUE
Cardiobacterium_hominis,Castro-NallarE_2015,0.0329747079926774,0.030491891075729,TRUE,TRUE
Cardiobacterium_hominis,ChenBY_2023,0.0329747079926774,0.0419533858953145,TRUE,TRUE
Cardiobacterium_hominis,ChenLW_2022,0.0329747079926774,0.0345783947973307,TRUE,TRUE
Cardiobacterium_hominis,CuiJ_2019,0.0329747079926774,0.0261121351892726,TRUE,TRUE
Cardiobacterium_hominis,JiangQ_2021,0.0329747079926774,0.040870042420927,TRUE,TRUE
Cardiobacterium_hominis,LiYJ_2023,0.0329747079926774,0.030579055570956,TRUE,TRUE
Cardiobacterium_hominis,preprint_CastilhosJ_2021,0.0329747079926774,0.0375849624529614,TRUE,TRUE
Cardiobacterium_hominis,ShaiberA_2020,0.0329747079926774,0.0368426613225092,TRUE,TRUE
Cardiobacterium_hominis,VQuintanaL_2024,0.0329747079926774,0.0172345060649593,TRUE,TRUE
Cardiobacterium_hominis,ZellerG_2014,0.0329747079926774,0.0554657211562455,TRUE,TRUE
Cardiobacterium_hominis,ZhangDY_2015,0.0329747079926774,0.0398746011365728,TRUE,TRUE
Cardiobacterium_hominis,ZhuJY_2023,0.0329747079926774,0.0333308134604786,TRUE,TRUE
Eubacterium_infirmum,ArmstrongA_2021,0.0240510203825034,0.0291326002698788,TRUE,TRUE
Eubacterium_infirmum,BelstromD_2017,0.0240510203825034,0.0171946719973924,TRUE,TRUE
Eubacterium_infirmum,BostanciN_2021,0.0240510203825034,0.01615853233007,TRUE,TRUE
Eubacterium_infirmum,BuschartA_2016,0.0240510203825034,0.0130934843705811,TRUE,TRUE
Eubacterium_infirmum,Castro-NallarE_2015,0.0240510203825034,0.0209405072932126,TRUE,TRUE
Eubacterium_infirmum,ChenBY_2023,0.0240510203825034,0.0169951266971464,TRUE,TRUE
Eubacterium_infirmum,ChenLW_2022,0.0240510203825034,0.0246427133788345,TRUE,TRUE
Eubacterium_infirmum,CuiJ_2019,0.0240510203825034,0.0384956693002231,TRUE,TRUE
Eubacterium_infirmum,JiangQ_2021,0.0240510203825034,0.0191842389561268,TRUE,TRUE
Eubacterium_infirmum,LiYJ_2023,0.0240510203825034,0.0298620116451236,TRUE,TRUE
Eubacterium_infirmum,preprint_CastilhosJ_2021,0.0240510203825034,0.00251391110152964,TRUE,TRUE
Eubacterium_infirmum,ShaiberA_2020,0.0240510203825034,0.0297770101025336,TRUE,TRUE
Eubacterium_infirmum,VQuintanaL_2024,0.0240510203825034,0.00970048610013755,TRUE,TRUE
Eubacterium_infirmum,ZellerG_2014,0.0240510203825034,0.019947581114153,TRUE,TRUE
Eubacterium_infirmum,ZhangDY_2015,0.0240510203825034,,FALSE,
Eubacterium_infirmum,ZhuJY_2023,0.0240510203825034,0.000339284452730708,TRUE,TRUE
Eubacterium_sulci,ArmstrongA_2021,0.00563935279500839,0.00167772270285652,TRUE,TRUE
Eubacterium_sulci,BelstromD_2017,0.00563935279500839,0.00219080462763761,TRUE,TRUE
Eubacterium_sulci,BostanciN_2021,0.00563935279500839,0.0111245403164011,TRUE,TRUE
Eubacterium_sulci,BuschartA_2016,0.00563935279500839,,FALSE,
Eubacterium_sulci,Castro-NallarE_2015,0.00563935279500839,0.00235051766401704,TRUE,TRUE
Eubacterium_sulci,ChenBY_2023,0.00563935279500839,0.00476951115751063,TRUE,TRUE
Eubacterium_sulci,ChenLW_2022,0.00563935279500839,0.00618569374102561,TRUE,TRUE
Eubacterium_sulci,CuiJ_2019,0.00563935279500839,0.0032822931722158,TRUE,TRUE
Eubacterium_sulci,JiangQ_2021,0.00563935279500839,0.00482936927351737,TRUE,TRUE
Eubacterium_sulci,LiYJ_2023,0.00563935279500839,0.00459568870414141,TRUE,TRUE
Eubacterium_sulci,preprint_CastilhosJ_2021,0.00563935279500839,,FALSE,
Eubacterium_sulci,ShaiberA_2020,0.00563935279500839,0.0101085997888294,TRUE,TRUE
Eubacterium_sulci,VQuintanaL_2024,0.00563935279500839,,FALSE,
Eubacterium_sulci,ZellerG_2014,0.00563935279500839,0.00349617802610251,TRUE,TRUE
Eubacterium_sulci,ZhangDY_2015,0.00563935279500839,0.00353352156120098,TRUE,TRUE
Eubacterium_sulci,ZhuJY_2023,0.00563935279500839,0.00759511837495657,TRUE,TRUE
Filifactor_alocis,ArmstrongA_2021,-0.00325028982625916,,FALSE,
Filifactor_alocis,BelstromD_2017,-0.00325028982625916,,FALSE,
Filifactor_alocis,BostanciN_2021,-0.00325028982625916,,FALSE,
Filifactor_alocis,BuschartA_2016,-0.00325028982625916,,FALSE,
Filifactor_alocis,Castro-NallarE_2015,-0.00325028982625916,,FALSE,
Filifactor_alocis,ChenBY_2023,-0.00325028982625916,,FALSE,
Filifactor_alocis,ChenLW_2022,-0.00325028982625916,,FALSE,
Filifactor_alocis,CuiJ_2019,-0.00325028982625916,-0.0168763224116878,TRUE,TRUE
Filifactor_alocis,JiangQ_2021,-0.00325028982625916,,FALSE,
Filifactor_alocis,LiYJ_2023,-0.00325028982625916,-0.00212177938834927,TRUE,TRUE
Filifactor_alocis,preprint_CastilhosJ_2021,-0.00325028982625916,,FALSE,
Filifactor_alocis,ShaiberA_2020,-0.00325028982625916,,FALSE,
Filifactor_alocis,VQuintanaL_2024,-0.00325028982625916,-0.00226545707011695,TRUE,TRUE
Filifactor_alocis,ZellerG_2014,-0.00325028982625916,,FALSE,
Filifactor_alocis,ZhangDY_2015,-0.00325028982625916,-0.0110755736936475,TRUE,TRUE
Filifactor_alocis,ZhuJY_2023,-0.00325028982625916,-0.0217368725204325,TRUE,TRUE
Fusobacterium_periodonticum,ArmstrongA_2021,0.026092156046202,0.0186613125062139,TRUE,TRUE
Fusobacterium_periodonticum,BelstromD_2017,0.026092156046202,0.0204459205794945,TRUE,TRUE
Fusobacterium_periodonticum,BostanciN_2021,0.026092156046202,0.0164749410631845,TRUE,TRUE
Fusobacterium_periodonticum,BuschartA_2016,0.026092156046202,0.0332586445332907,TRUE,TRUE
Fusobacterium_periodonticum,Castro-NallarE_2015,0.026092156046202,0.0255399693784226,TRUE,TRUE
Fusobacterium_periodonticum,ChenBY_2023,0.026092156046202,0.0311724424032347,TRUE,TRUE
Fusobacterium_periodonticum,ChenLW_2022,0.026092156046202,0.0179605778147993,TRUE,TRUE
Fusobacterium_periodonticum,CuiJ_2019,0.026092156046202,0.0264846505651784,TRUE,TRUE
Fusobacterium_periodonticum,JiangQ_2021,0.026092156046202,0.0220732219242817,TRUE,TRUE
Fusobacterium_periodonticum,LiYJ_2023,0.026092156046202,0.0271740507387332,TRUE,TRUE
Fusobacterium_periodonticum,preprint_CastilhosJ_2021,0.026092156046202,0.0255942351071804,TRUE,TRUE
Fusobacterium_periodonticum,ShaiberA_2020,0.026092156046202,0.0217911260526079,TRUE,TRUE
Fusobacterium_periodonticum,VQuintanaL_2024,0.026092156046202,0.0271217305545752,TRUE,TRUE
Fusobacterium_periodonticum,ZellerG_2014,0.026092156046202,0.0391457476731673,TRUE,TRUE
Fusobacterium_periodonticum,ZhangDY_2015,0.026092156046202,0.0199327963816873,TRUE,TRUE
Fusobacterium_periodonticum,ZhuJY_2023,0.026092156046202,0.0245661491759278,TRUE,TRUE
GGB1026_SGB1321,ArmstrongA_2021,-0.0389538725625881,-0.0331496215731193,TRUE,TRUE
GGB1026_SGB1321,BelstromD_2017,-0.0389538725625881,-0.035274527977213,TRUE,TRUE
GGB1026_SGB1321,BostanciN_2021,-0.0389538725625881,-0.0218349990719493,TRUE,TRUE
GGB1026_SGB1321,BuschartA_2016,-0.0389538725625881,-0.0287872290961915,TRUE,TRUE
GGB1026_SGB1321,Castro-NallarE_2015,-0.0389538725625881,-0.0355619348858809,TRUE,TRUE
GGB1026_SGB1321,ChenBY_2023,-0.0389538725625881,-0.0306810302795814,TRUE,TRUE
GGB1026_SGB1321,ChenLW_2022,-0.0389538725625881,-0.0304122358046392,TRUE,TRUE
GGB1026_SGB1321,CuiJ_2019,-0.0389538725625881,-0.0369662841995922,TRUE,TRUE
GGB1026_SGB1321,JiangQ_2021,-0.0389538725625881,-0.0354909321743115,TRUE,TRUE
GGB1026_SGB1321,LiYJ_2023,-0.0389538725625881,-0.0404685134497233,TRUE,TRUE
GGB1026_SGB1321,preprint_CastilhosJ_2021,-0.0389538725625881,-0.0277784918641605,TRUE,TRUE
GGB1026_SGB1321,ShaiberA_2020,-0.0389538725625881,-0.044138547061589,TRUE,TRUE
GGB1026_SGB1321,VQuintanaL_2024,-0.0389538725625881,-0.0227008351740579,TRUE,TRUE
GGB1026_SGB1321,ZellerG_2014,-0.0389538725625881,-0.0450103029820134,TRUE,TRUE
GGB1026_SGB1321,ZhangDY_2015,-0.0389538725625881,-0.0483570186070638,TRUE,TRUE
GGB1026_SGB1321,ZhuJY_2023,-0.0389538725625881,-0.0172072939325429,TRUE,TRUE
GGB1202_SGB1566,ArmstrongA_2021,0.018192771110382,0.00379248166934818,TRUE,TRUE
GGB1202_SGB1566,BelstromD_2017,0.018192771110382,0.0136624432956648,TRUE,TRUE
GGB1202_SGB1566,BostanciN_2021,0.018192771110382,0.0349458063192515,TRUE,TRUE
GGB1202_SGB1566,BuschartA_2016,0.018192771110382,0.00933009416627396,TRUE,TRUE
GGB1202_SGB1566,Castro-NallarE_2015,0.018192771110382,0.0207833735449589,TRUE,TRUE
GGB1202_SGB1566,ChenBY_2023,0.018192771110382,0.0216416720715117,TRUE,TRUE
GGB1202_SGB1566,ChenLW_2022,0.018192771110382,0.00719564049002582,TRUE,TRUE
GGB1202_SGB1566,CuiJ_2019,0.018192771110382,,FALSE,
GGB1202_SGB1566,JiangQ_2021,0.018192771110382,0.00986130386068447,TRUE,TRUE
GGB1202_SGB1566,LiYJ_2023,0.018192771110382,0.0207378176903723,TRUE,TRUE
GGB1202_SGB1566,preprint_CastilhosJ_2021,0.018192771110382,0.0522635954267018,TRUE,TRUE
GGB1202_SGB1566,ShaiberA_2020,0.018192771110382,0.0128337649004577,TRUE,TRUE
GGB1202_SGB1566,VQuintanaL_2024,0.018192771110382,0.0257440268130543,TRUE,TRUE
GGB1202_SGB1566,ZellerG_2014,0.018192771110382,0.0190380368546513,TRUE,TRUE
GGB1202_SGB1566,ZhangDY_2015,0.018192771110382,0.0201637889624242,TRUE,TRUE
GGB1202_SGB1566,ZhuJY_2023,0.018192771110382,,FALSE,
GGB12441_SGB19290,ArmstrongA_2021,0.0194643225467411,0.0142022998946848,TRUE,TRUE
GGB12441_SGB19290,BelstromD_2017,0.0194643225467411,0.016366520500809,TRUE,TRUE
GGB12441_SGB19290,BostanciN_2021,0.0194643225467411,0.0163411314682168,TRUE,TRUE
GGB12441_SGB19290,BuschartA_2016,0.0194643225467411,0.00828600918922141,TRUE,TRUE
GGB12441_SGB19290,Castro-NallarE_2015,0.0194643225467411,0.0156457497304262,TRUE,TRUE
GGB12441_SGB19290,ChenBY_2023,0.0194643225467411,0.0144568425786074,TRUE,TRUE
GGB12441_SGB19290,ChenLW_2022,0.0194643225467411,0.0300437229143057,TRUE,TRUE
GGB12441_SGB19290,CuiJ_2019,0.0194643225467411,0.0187339916939371,TRUE,TRUE
